rectangle,x_A,y_A,x_B,y_B,x_C,y_C,x_D,y_D
Rectangle 19,57.567091833782335,92.8147098902472,57.567091833782335,117.09577315851668,70.45790754607023,117.09577315851668,70.45790754607023,92.8147098902472
Rectangle 20,59.135483967946634,17.346896224061503,59.135483967946634,44.76359919030468,73.63954644882395,44.76359919030468,73.63954644882395,17.346896224061503
Rectangle 21,53.50711671284425,88.58752183161009,53.50711671284425,107.36283014880507,67.51338271354636,107.36283014880507,67.51338271354636,88.58752183161009
Rectangle 22,25.027011411953172,93.90437743364453,25.027011411953172,112.7544641471146,39.262080909454035,112.7544641471146,39.262080909454035,93.90437743364453
Rectangle 23,41.00867986227552,35.02291244302197,41.00867986227552,56.45427028350764,55.4643779190814,56.45427028350764,55.4643779190814,35.02291244302197
Rectangle 24,30.172714597626083,77.3783874939555,30.172714597626083,95.98983671432003,56.44649578685928,95.98983671432003,56.44649578685928,77.3783874939555
Rectangle 25,78.19373535872765,95.46147079527177,78.19373535872765,124.64052169340903,96.12159638374737,124.64052169340903,96.12159638374737,95.46147079527177
Rectangle 26,8.399458313303521,83.66466383838252,8.399458313303521,107.85462057064578,26.238847170625363,107.85462057064578,26.238847170625363,83.66466383838252
Rectangle 27,36.619449877576095,55.008015916782696,36.619449877576095,72.6374300216612,47.552760379914126,72.6374300216612,47.552760379914126,55.008015916782696
Rectangle 28,89.19816744477657,52.04058602550333,89.19816744477657,77.30874804048958,105.15341250030606,77.30874804048958,105.15341250030606,52.04058602550333
Rectangle 29,38.93397760061173,71.9760439482634,38.93397760061173,87.6649323604587,56.59607095046203,87.6649323604587,56.59607095046203,71.9760439482634
Rectangle 30,29.071488907021404,65.5246591994471,29.071488907021404,94.72443155600928,55.68029358287299,94.72443155600928,55.68029358287299,65.5246591994471
Rectangle 31,52.24825078995588,56.2275241445253,52.24825078995588,70.6747879906324,75.91660070968408,70.6747879906324,75.91660070968408,56.2275241445253
Rectangle 32,79.71114666237081,81.28422119323722,79.71114666237081,109.83752187082433,91.66622139170656,109.83752187082433,91.66622139170656,81.28422119323722
Rectangle 33,30.6812088647605,30.757011811375257,30.6812088647605,42.73028471911212,53.37253268310303,42.73028471911212,53.37253268310303,30.757011811375257
Rectangle 34,48.308919767983994,13.933597728837377,48.308919767983994,36.185420382109726,70.22034180734647,36.185420382109726,70.22034180734647,13.933597728837377
Rectangle 35,32.06097851303566,47.958875046892544,32.06097851303566,74.69316138633681,44.106067263709505,74.69316138633681,44.106067263709505,47.958875046892544
Rectangle 36,0.597181997951024,48.87574158608155,0.597181997951024,67.11948642282941,29.52758350005596,67.11948642282941,29.52758350005596,48.87574158608155
Rectangle 37,12.856905428743026,57.923111432515306,12.856905428743026,82.69763409896659,33.257752040168256,82.69763409896659,33.257752040168256,57.923111432515306
Rectangle 38,90.23247483650846,77.26527070343705,90.23247483650846,101.53527063171774,116.93720032707556,101.53527063171774,116.93720032707556,77.26527070343705
Rectangle 39,78.75650174634407,35.722637149777505,78.75650174634407,46.03601950738761,104.28954550254811,46.03601950738761,104.28954550254811,35.722637149777505
Rectangle 40,48.59023274364704,15.674538304656494,48.59023274364704,41.44619174894669,75.64706869909226,41.44619174894669,75.64706869909226,15.674538304656494
Rectangle 41,57.22168228808211,36.96237408599134,57.22168228808211,61.76588458062466,68.35183313523964,61.76588458062466,68.35183313523964,36.96237408599134
Rectangle 42,20.52182217888152,71.61923744825427,20.52182217888152,87.01296895872657,32.41653574510332,87.01296895872657,32.41653574510332,71.61923744825427
Rectangle 43,94.28350894961395,22.11363675584943,94.28350894961395,44.3570967067982,114.52916321041278,44.3570967067982,114.52916321041278,22.11363675584943
Rectangle 44,26.39267466173734,6.080385341813677,26.39267466173734,24.19356465898033,46.639200015717876,24.19356465898033,46.639200015717876,6.080385341813677
Rectangle 45,45.12523147413253,91.34931583401024,45.12523147413253,109.46678379453412,73.91192807193306,109.46678379453412,73.91192807193306,91.34931583401024
Rectangle 46,68.48249563108116,7.810581161134111,68.48249563108116,17.84147917532824,82.14370071533853,17.84147917532824,82.14370071533853,7.810581161134111
Rectangle 47,14.613282870495247,55.846182594973335,14.613282870495247,85.56863180456607,30.414461313898542,85.56863180456607,30.414461313898542,55.846182594973335
Rectangle 48,6.067232081593832,81.18969151039505,6.067232081593832,96.28747941401727,34.39880977503835,96.28747941401727,34.39880977503835,81.18969151039505
Rectangle 49,96.26951858350402,21.843698888959395,96.26951858350402,40.437662934680596,124.56581877499619,40.437662934680596,124.56581877499619,21.843698888959395
Rectangle 50,21.703903555329017,77.75052652516229,21.703903555329017,100.3369358781746,45.56229267449599,100.3369358781746,45.56229267449599,77.75052652516229
Rectangle 51,90.9178698452653,67.94312567608345,90.9178698452653,89.07584131228504,111.92227209375594,89.07584131228504,111.92227209375594,67.94312567608345
Rectangle 52,46.622088039729505,84.77504461762142,46.622088039729505,98.98982329526648,61.18280869730093,98.98982329526648,61.18280869730093,84.77504461762142
Rectangle 53,44.34049565236206,93.82126721580036,44.34049565236206,120.55079439407704,70.13889047289338,120.55079439407704,70.13889047289338,93.82126721580036
Rectangle 54,48.26703426005924,59.84499578439515,48.26703426005924,86.09325263123175,70.96511351930253,86.09325263123175,70.96511351930253,59.84499578439515
Rectangle 55,39.75865892427321,76.43804187163194,39.75865892427321,103.39952117556618,60.537691534574115,103.39952117556618,60.537691534574115,76.43804187163194
Rectangle 56,64.77645049221556,89.07376735581227,64.77645049221556,106.91795424404549,93.5402805810988,106.91795424404549,93.5402805810988,89.07376735581227
Rectangle 57,10.574956782877631,81.60807683703666,10.574956782877631,100.8794583244202,33.055886150287506,100.8794583244202,33.055886150287506,81.60807683703666
Rectangle 58,68.08738829673338,29.465721540427115,68.08738829673338,44.10862459039723,88.89781273156225,44.10862459039723,88.89781273156225,29.465721540427115
Rectangle 59,55.86951366013956,34.82954052411803,55.86951366013956,63.827769444048336,78.06286281216593,63.827769444048336,78.06286281216593,34.82954052411803
Rectangle 60,25.63139848604453,85.46448280664936,25.63139848604453,102.5164165237995,38.83192978728834,102.5164165237995,38.83192978728834,85.46448280664936
Rectangle 61,72.56694039727614,71.38390223958918,72.56694039727614,97.49324069772015,96.55442620992883,97.49324069772015,96.55442620992883,71.38390223958918
Rectangle 62,18.86409554563996,32.871099401550254,18.86409554563996,52.45525178461397,37.15927190802864,52.45525178461397,37.15927190802864,32.871099401550254
Rectangle 63,42.920005705081095,19.572711385580778,42.920005705081095,36.788313389853215,70.83170344065468,36.788313389853215,70.83170344065468,19.572711385580778
Rectangle 64,43.687825560580215,55.06258166408797,43.687825560580215,78.37324785937669,65.94101983039965,78.37324785937669,65.94101983039965,55.06258166408797
Rectangle 65,80.40909747783306,53.849512279726795,80.40909747783306,65.88006657148188,94.35823365476477,65.88006657148188,94.35823365476477,53.849512279726795
Rectangle 66,69.54401790527405,51.971324751930666,69.54401790527405,71.4927238534855,83.61965031466,71.4927238534855,83.61965031466,51.971324751930666
Rectangle 67,88.34293657849149,8.282546195371799,88.34293657849149,25.711150324617016,102.83196995604213,25.711150324617016,102.83196995604213,8.282546195371799
Rectangle 68,19.675398215607785,59.951991254206064,19.675398215607785,70.20881975943065,35.0936618168149,70.20881975943065,35.0936618168149,59.951991254206064
Rectangle 69,11.917295000810979,13.420665106562868,11.917295000810979,25.952516988926646,33.36475160967317,25.952516988926646,33.36475160967317,13.420665106562868
Rectangle 70,80.52588695730175,96.58354553629869,80.52588695730175,115.71880236244219,103.59965741608768,115.71880236244219,103.59965741608768,96.58354553629869
Rectangle 71,65.86636234436517,56.57106545654587,65.86636234436517,75.02075192337836,89.47738405630649,75.02075192337836,89.47738405630649,56.57106545654587
Rectangle 72,54.69348713995187,42.21709730503738,54.69348713995187,54.47890545249781,68.65243593816338,54.47890545249781,68.65243593816338,42.21709730503738
Rectangle 73,61.864608957473756,58.44266195192696,61.864608957473756,76.57026841896564,89.26198001543733,76.57026841896564,89.26198001543733,58.44266195192696
Rectangle 74,18.52542682958559,47.02148530360598,18.52542682958559,68.2445366099318,31.4562119154878,68.2445366099318,31.4562119154878,47.02148530360598
Rectangle 75,62.782596308149174,22.238048244679256,62.782596308149174,33.9058207508002,80.89927601954484,33.9058207508002,80.89927601954484,22.238048244679256
Rectangle 76,90.84399086871672,35.91673981041027,90.84399086871672,49.3595054344881,112.5634239773141,49.3595054344881,112.5634239773141,35.91673981041027
Rectangle 77,65.70183849301982,39.873483785649114,65.70183849301982,69.68966819661277,81.39913557383687,69.68966819661277,81.39913557383687,39.873483785649114
Rectangle 78,34.8896846328511,10.946235719202168,34.8896846328511,39.349504887757604,51.214213283724604,39.349504887757604,51.214213283724604,10.946235719202168
Rectangle 79,50.46140505565688,83.71149812841891,50.46140505565688,95.17758466016564,77.17392272418486,95.17758466016564,77.17392272418486,83.71149812841891
Rectangle 80,91.51037179663963,6.324887620577946,91.51037179663963,24.54739557454876,120.85219047501177,24.54739557454876,120.85219047501177,6.324887620577946
Rectangle 81,99.79817234922179,64.97988175046045,99.79817234922179,85.37771433387303,114.19707443419242,85.37771433387303,114.19707443419242,64.97988175046045
Rectangle 82,45.02720826749111,73.41543415876471,45.02720826749111,89.39277003777846,64.0119703511192,89.39277003777846,64.0119703511192,73.41543415876471
Rectangle 83,7.947375200314366,64.00046741437737,7.947375200314366,81.74643148411019,18.095796862397176,81.74643148411019,18.095796862397176,64.00046741437737
Rectangle 84,52.591464575383625,66.2869161115863,52.591464575383625,77.89964982319773,82.06854479061899,77.89964982319773,82.06854479061899,66.2869161115863
Rectangle 85,11.958647251605193,40.68298941092002,11.958647251605193,68.49799216414097,25.002784466823996,68.49799216414097,25.002784466823996,40.68298941092002
Rectangle 86,80.1992502780547,26.32697977519738,80.1992502780547,41.344497379035346,99.30530601180612,41.344497379035346,99.30530601180612,26.32697977519738
Rectangle 87,37.25272686704291,51.23212668473521,37.25272686704291,73.67294658719605,63.1437536035283,73.67294658719605,63.1437536035283,51.23212668473521
Rectangle 88,83.91933522814384,95.28296655181646,83.91933522814384,107.34057664807285,111.14789502766467,107.34057664807285,111.14789502766467,95.28296655181646
Rectangle 89,10.819621822212211,97.67498819609041,10.819621822212211,125.5160475687521,33.158355589454445,125.5160475687521,33.158355589454445,97.67498819609041
Rectangle 90,72.75518496032932,47.76220762030956,72.75518496032932,63.26523524204995,89.45481013253038,63.26523524204995,89.45481013253038,47.76220762030956
Rectangle 91,38.97724994131605,18.279225062457893,38.97724994131605,33.81608271240097,59.027467378487934,33.81608271240097,59.027467378487934,18.279225062457893
Rectangle 92,53.07018002507022,13.684218552000726,53.07018002507022,37.98761169649093,80.35383465899943,37.98761169649093,80.35383465899943,13.684218552000726
Rectangle 93,78.4662406674067,34.6827942371518,78.4662406674067,59.400791593096734,101.92626232563289,59.400791593096734,101.92626232563289,34.6827942371518
Rectangle 94,60.53230150582767,54.38131113609054,60.53230150582767,72.46012680599338,88.36707936662353,72.46012680599338,88.36707936662353,54.38131113609054
Rectangle 95,50.11588533026931,22.677278064848807,50.11588533026931,37.99196749644828,61.83801130301584,37.99196749644828,61.83801130301584,22.677278064848807
Rectangle 96,46.7238416230354,22.468937039471037,46.7238416230354,38.18411647137867,64.87757116936388,38.18411647137867,64.87757116936388,22.468937039471037
Rectangle 97,15.437190518453836,2.696969264234328,15.437190518453836,27.455904572073976,34.80235696109156,27.455904572073976,34.80235696109156,2.696969264234328
Rectangle 98,95.93010331097783,63.94904671916066,95.93010331097783,82.07647295799984,119.58321303339652,82.07647295799984,119.58321303339652,63.94904671916066
Rectangle 99,25.535057320344468,87.9664605710401,25.535057320344468,106.92017136592501,45.539766704471845,106.92017136592501,45.539766704471845,87.9664605710401
Rectangle 100,14.52478858854722,27.07133403608346,14.52478858854722,55.11820375905688,40.76441271598618,55.11820375905688,40.76441271598618,27.07133403608346
Rectangle 101,43.575394742089166,31.453349356903036,43.575394742089166,56.628277814443095,67.72449764552921,56.628277814443095,67.72449764552921,31.453349356903036
Rectangle 102,41.59974485607113,53.1656320032038,41.59974485607113,64.75987867300898,53.86083971980915,64.75987867300898,53.86083971980915,53.1656320032038
Rectangle 103,82.08794079977962,86.31640622008972,82.08794079977962,114.46616228410208,100.2192713211003,114.46616228410208,100.2192713211003,86.31640622008972
Rectangle 104,18.805345496104998,93.5805179687254,18.805345496104998,105.03578665133303,43.67586765009698,105.03578665133303,43.67586765009698,93.5805179687254
Rectangle 105,38.338022215864996,20.24174275213486,38.338022215864996,37.110354851003045,56.4055101646386,37.110354851003045,56.4055101646386,20.24174275213486
Rectangle 106,27.74309980454963,97.5681149573149,27.74309980454963,120.0092512949202,41.648124422984125,120.0092512949202,41.648124422984125,97.5681149573149
Rectangle 107,99.20106729981606,35.94662317616897,99.20106729981606,56.668697709218634,127.90554304077608,56.668697709218634,127.90554304077608,35.94662317616897
Rectangle 108,89.91371694971815,76.81461872617658,89.91371694971815,103.61323300470453,113.27794190671187,103.61323300470453,113.27794190671187,76.81461872617658
Rectangle 109,64.00158908923976,44.17556187141914,64.00158908923976,67.50753843697245,87.83096631895752,67.50753843697245,87.83096631895752,44.17556187141914
Rectangle 110,13.803377071950552,9.88744693965632,13.803377071950552,34.59222550346528,28.55836738063573,34.59222550346528,28.55836738063573,9.88744693965632
Rectangle 111,16.832675635926897,83.16288900426628,16.832675635926897,102.7001819970751,31.294037011435535,102.7001819970751,31.294037011435535,83.16288900426628
Rectangle 112,13.477783224671292,67.2816309359244,13.477783224671292,81.83766058606683,28.41557632410434,81.83766058606683,28.41557632410434,67.2816309359244
Rectangle 113,7.939420251178442,74.1990495183393,7.939420251178442,85.94034018029076,28.99416769129691,85.94034018029076,28.99416769129691,74.1990495183393
Rectangle 114,30.52321081921805,38.09675202622409,30.52321081921805,59.20791597571367,51.56795861613392,59.20791597571367,51.56795861613392,38.09675202622409
Rectangle 115,40.363524930391584,8.364851816859087,40.363524930391584,19.98702048456547,53.95703672957302,19.98702048456547,53.95703672957302,8.364851816859087
Rectangle 116,42.5144144171977,22.05235686917215,42.5144144171977,37.66679572452823,53.86156436330379,37.66679572452823,53.86156436330379,22.05235686917215
Rectangle 117,0.6933526802562429,76.29637228520662,0.6933526802562429,101.30998093802702,17.88011533090906,101.30998093802702,17.88011533090906,76.29637228520662
Rectangle 118,87.01705631624706,50.01070357223636,87.01705631624706,66.5571495241593,116.00291670908902,66.5571495241593,116.00291670908902,50.01070357223636
Rectangle 119,19.522169409545775,75.15658900700521,19.522169409545775,85.79667739947377,34.734967284299785,85.79667739947377,34.734967284299785,75.15658900700521
Rectangle 120,4.891238845589562,80.58577701652186,4.891238845589562,101.15115311247439,18.169821220190606,101.15115311247439,18.169821220190606,80.58577701652186
Rectangle 121,28.723351549566345,35.427799589405765,28.723351549566345,46.33278269952234,51.47098180079372,46.33278269952234,51.47098180079372,35.427799589405765
Rectangle 122,66.45279471472702,96.28859616273786,66.45279471472702,110.40126570791072,79.42041572774536,110.40126570791072,79.42041572774536,96.28859616273786
Rectangle 123,18.266534208351715,83.47838018128995,18.266534208351715,103.08584460471265,46.62773009324522,103.08584460471265,46.62773009324522,83.47838018128995
Rectangle 124,24.24240786115751,53.459297368745375,24.24240786115751,82.20354896268249,54.185201078485576,82.20354896268249,54.185201078485576,53.459297368745375
Rectangle 125,99.40617242619267,44.11978185337101,99.40617242619267,64.79870894387741,115.81143206566784,64.79870894387741,115.81143206566784,44.11978185337101
Rectangle 126,39.280664260469365,44.48732453377956,39.280664260469365,64.73379214892219,62.68177423978357,64.73379214892219,62.68177423978357,44.48732453377956
Rectangle 127,20.56412467702429,17.754382727905238,20.56412467702429,38.42396345166156,38.766935357856674,38.42396345166156,38.766935357856674,17.754382727905238
Rectangle 128,87.8909870093597,21.410912428949835,87.8909870093597,35.001082162434756,112.40536583498115,35.001082162434756,112.40536583498115,21.410912428949835
Rectangle 129,9.511625078983432,81.83556844380952,9.511625078983432,105.60671199668974,22.508368269933264,105.60671199668974,22.508368269933264,81.83556844380952
Rectangle 130,7.899597716959428,58.663706440518446,7.899597716959428,78.02070865004147,26.465449746780443,78.02070865004147,26.465449746780443,58.663706440518446
Rectangle 131,95.63453998534534,0.025263906162142913,95.63453998534534,13.837168275826446,109.17094606322706,13.837168275826446,109.17094606322706,0.025263906162142913
Rectangle 132,75.6333851031385,35.13486841690215,75.6333851031385,45.43436141312973,95.30376101724954,45.43436141312973,95.30376101724954,35.13486841690215
Rectangle 133,83.56340793127347,84.87862388094527,83.56340793127347,104.73188887240352,101.71511103332875,104.73188887240352,101.71511103332875,84.87862388094527
Rectangle 134,48.31835954006698,81.87958771659844,48.31835954006698,103.51280727374451,71.87292750346278,103.51280727374451,71.87292750346278,81.87958771659844
Rectangle 135,11.380045534725003,29.06697065628554,11.380045534725003,46.84654098736576,27.65314788903409,46.84654098736576,27.65314788903409,29.06697065628554
Rectangle 136,36.55407530092185,50.559946700544835,36.55407530092185,64.65988225926478,48.022509624461144,64.65988225926478,48.022509624461144,50.559946700544835
Rectangle 137,32.74526674846515,94.80701249172115,32.74526674846515,119.76386799316609,48.24882067457305,119.76386799316609,48.24882067457305,94.80701249172115
Rectangle 138,32.24112416318299,10.106885173624857,32.24112416318299,30.51207108351365,49.388554270067004,30.51207108351365,49.388554270067004,10.106885173624857
Rectangle 139,50.77361259482763,72.81831996015336,50.77361259482763,87.96389750595873,65.19765702923537,87.96389750595873,65.19765702923537,72.81831996015336
Rectangle 140,56.985596024855255,96.14745920931932,56.985596024855255,109.1079072224188,79.64927821820162,109.1079072224188,79.64927821820162,96.14745920931932
Rectangle 141,43.022601105457504,41.995627643090984,43.022601105457504,60.38911130426823,71.36960135183159,60.38911130426823,71.36960135183159,41.995627643090984
Rectangle 142,58.074904464839946,46.77587050469213,58.074904464839946,59.421143299870046,77.2933164883416,59.421143299870046,77.2933164883416,46.77587050469213
Rectangle 143,42.77745603564333,11.241665571032733,42.77745603564333,21.429490947688564,58.35693146356715,21.429490947688564,58.35693146356715,11.241665571032733
Rectangle 144,93.21217815858704,16.25795300284426,93.21217815858704,39.744099602203974,114.16494918082569,39.744099602203974,114.16494918082569,16.25795300284426
Rectangle 145,44.28330525244072,27.4755742809779,44.28330525244072,53.804790992141776,54.74786270657864,53.804790992141776,54.74786270657864,27.4755742809779
Rectangle 146,74.00455553663679,73.58137974209045,74.00455553663679,88.02913988152457,84.51141904089658,88.02913988152457,84.51141904089658,73.58137974209045
Rectangle 147,86.22541030752629,51.13677378531797,86.22541030752629,61.820393054402416,106.76313558015786,61.820393054402416,106.76313558015786,51.13677378531797
Rectangle 148,58.3439981872438,64.7430928611189,58.3439981872438,91.40414571533422,85.69544124848423,91.40414571533422,85.69544124848423,64.7430928611189
Rectangle 149,10.910434613138575,27.09689162570398,10.910434613138575,56.59170294503879,35.03831841235957,56.59170294503879,35.03831841235957,27.09689162570398
Rectangle 150,43.2852463519212,90.29093381661642,43.2852463519212,120.13495190527125,68.3851336902529,120.13495190527125,68.3851336902529,90.29093381661642
Rectangle 151,5.7813921693336106,79.52804669172036,5.7813921693336106,92.44096954298958,18.451696487532885,92.44096954298958,18.451696487532885,79.52804669172036
Rectangle 152,55.96636937785083,81.11468633586668,55.96636937785083,93.40550181108723,73.7628781272594,93.40550181108723,73.7628781272594,81.11468633586668
Rectangle 153,80.80479961709453,46.57864004131801,80.80479961709453,65.32902538077195,106.64693587340378,65.32902538077195,106.64693587340378,46.57864004131801
Rectangle 154,48.58569155818232,42.26122555762741,48.58569155818232,61.78738483056945,78.24256865849193,61.78738483056945,78.24256865849193,42.26122555762741
Rectangle 155,77.4240145030098,58.2721847895291,77.4240145030098,81.9728927839169,103.78858290638534,81.9728927839169,103.78858290638534,58.2721847895291
Rectangle 156,62.968850421886394,56.061423595128026,62.968850421886394,66.95618155120012,85.28701749253135,66.95618155120012,85.28701749253135,56.061423595128026
Rectangle 157,54.92220967882622,77.11590679521734,54.92220967882622,88.20344383136538,82.20939505051902,88.20344383136538,82.20939505051902,77.11590679521734
Rectangle 158,25.331153333865466,29.040019313362187,25.331153333865466,43.62056855438932,44.74380385798988,43.62056855438932,44.74380385798988,29.040019313362187
Rectangle 159,32.64209489215766,98.53086972514333,32.64209489215766,119.62020639126641,47.20776878693161,119.62020639126641,47.20776878693161,98.53086972514333
Rectangle 160,29.788463813911992,10.518346834916281,29.788463813911992,25.13881240765643,53.330214644196374,25.13881240765643,53.330214644196374,10.518346834916281
Rectangle 161,84.21554243383522,17.51455906707341,84.21554243383522,41.639887607667234,106.39721278039282,41.639887607667234,106.39721278039282,17.51455906707341
Rectangle 162,91.5019900383822,17.271473766806356,91.5019900383822,45.25643438937166,106.7145558678025,45.25643438937166,106.7145558678025,17.271473766806356
Rectangle 163,8.960278323152382,31.168148307912126,8.960278323152382,59.37311155874852,21.503302175909944,59.37311155874852,21.503302175909944,31.168148307912126
Rectangle 164,94.0771998450147,44.98763332651043,94.0771998450147,74.06743845401036,105.44124508144569,74.06743845401036,105.44124508144569,44.98763332651043
Rectangle 165,16.85981254450848,66.5925140076224,16.85981254450848,88.66860292194515,35.88423893085546,88.66860292194515,35.88423893085546,66.5925140076224
Rectangle 166,29.77650475953242,73.16252196967362,29.77650475953242,96.58030707492239,45.57051552205616,96.58030707492239,45.57051552205616,73.16252196967362
Rectangle 167,4.339019597397343,10.4773173260425,4.339019597397343,30.597901369649435,18.743022524980255,30.597901369649435,18.743022524980255,10.4773173260425
Rectangle 168,18.316310602319497,15.67563019030056,18.316310602319497,26.945692814460635,45.23591494148895,26.945692814460635,45.23591494148895,15.67563019030056
Rectangle 169,11.930090246274139,68.49226676074956,11.930090246274139,93.49029155692479,34.39644819655452,93.49029155692479,34.39644819655452,68.49226676074956
Rectangle 170,31.331515147647202,52.83276369948508,31.331515147647202,68.18302114444599,47.568404329489574,68.18302114444599,47.568404329489574,52.83276369948508
Rectangle 171,86.02517786062752,90.10933882058504,86.02517786062752,116.53537331967121,96.69573778849121,116.53537331967121,96.69573778849121,90.10933882058504
Rectangle 172,89.54482657792263,80.60427317969243,89.54482657792263,109.68566747502136,110.13601737352519,109.68566747502136,110.13601737352519,80.60427317969243
Rectangle 173,94.06708085284698,32.77227750600987,94.06708085284698,43.56566645513256,106.16039070731068,43.56566645513256,106.16039070731068,32.77227750600987
Rectangle 174,75.38417524347327,62.76934420480183,75.38417524347327,79.62970734103787,97.50940295041939,79.62970734103787,97.50940295041939,62.76934420480183
Rectangle 175,63.307243735886175,65.5756810862674,63.307243735886175,91.17686688597072,85.87332641344794,91.17686688597072,85.87332641344794,65.5756810862674
Rectangle 176,21.76535833897033,36.37685312234771,21.76535833897033,53.30205832283852,32.604969802631196,53.30205832283852,32.604969802631196,36.37685312234771
Rectangle 177,29.180018835693332,20.0118853783813,29.180018835693332,41.768371445629306,51.78756814706149,41.768371445629306,51.78756814706149,20.0118853783813
Rectangle 178,83.08427499866035,17.936004080003254,83.08427499866035,45.14595730544056,112.50245149724172,45.14595730544056,112.50245149724172,17.936004080003254
Rectangle 179,59.724483414455584,94.15882445180158,59.724483414455584,111.34893567489107,70.8643754088657,111.34893567489107,70.8643754088657,94.15882445180158
Rectangle 180,25.523650997062887,15.675725989461931,25.523650997062887,28.970184152717383,52.558313351511096,28.970184152717383,52.558313351511096,15.675725989461931
Rectangle 181,78.23672433014852,37.99348118466563,78.23672433014852,65.12771692233548,100.30491628731829,65.12771692233548,100.30491628731829,37.99348118466563
Rectangle 182,83.77225316142939,54.87286855951954,83.77225316142939,74.78439603897704,107.05732779973734,74.78439603897704,107.05732779973734,54.87286855951954
Rectangle 183,85.77576781504736,26.25496309498735,85.77576781504736,52.29427888938482,99.16835199147903,52.29427888938482,99.16835199147903,26.25496309498735
Rectangle 184,61.47445077123436,44.403383531397225,61.47445077123436,63.748290242202415,83.83757529929231,63.748290242202415,83.83757529929231,44.403383531397225
Rectangle 185,20.736869197500283,95.27427118654856,20.736869197500283,118.65827034590792,39.160812381617276,118.65827034590792,39.160812381617276,95.27427118654856
Rectangle 186,18.601576316897116,66.70864658618612,18.601576316897116,86.79195245032574,29.475229791500652,86.79195245032574,29.475229791500652,66.70864658618612
Rectangle 187,52.75324321921243,92.62233281584214,52.75324321921243,120.36418859016209,62.84049917822947,120.36418859016209,62.84049917822947,92.62233281584214
Rectangle 188,72.21967876815143,5.29597732246293,72.21967876815143,28.43398268908998,87.41341873206805,28.43398268908998,87.41341873206805,5.29597732246293
Rectangle 189,33.176808922931436,64.79910427126165,33.176808922931436,79.86411410088584,55.07587516005176,79.86411410088584,55.07587516005176,64.79910427126165
Rectangle 190,14.075141519590739,18.501427696272987,14.075141519590739,36.50088753909972,33.92722508223274,36.50088753909972,33.92722508223274,18.501427696272987
Rectangle 191,64.60037645938245,43.74984145452445,64.60037645938245,70.8802514772411,77.40729940439047,70.8802514772411,77.40729940439047,43.74984145452445
Rectangle 192,54.63365416824843,67.97312900242646,54.63365416824843,78.90314228299604,70.59031549132317,78.90314228299604,70.59031549132317,67.97312900242646
Rectangle 193,35.34090448294494,42.16968785199315,35.34090448294494,60.38906653191026,54.122761698616635,60.38906653191026,54.122761698616635,42.16968785199315
