number_rectangle,x_A,y_A,x_B,y_B,x_C,y_C,x_D,y_D,is_rectangle
Retângulo 76,23.840907673488786,15.703577803008306,45.0467788779516,15.703577803008306,45.0467788779516,28.74429083754654,23.840907673488786,28.74429083754654,True
Retângulo 77,49.49506364438382,43.24616787439586,62.45280568875731,45.56425902226217,64.49759922829635,67.73402072927924,47.43205603057096,67.05613264126403,True
Retângulo 78,61.8320565017294,71.06095480152996,92.27758168597532,74.55661858879955,90.6024217251339,90.24263443085364,59.490362780860806,92.82533552217079,True
Retângulo 79,2.023765593452931,30.98979108234924,10.540803897500739,93.12630622626988,74.14355041272702,76.90041123861964,53.489437255714236,92.58810217588592,False
Retângulo 80,52.36112237265993,29.098567405050467,12.437243450169177,62.62772544060711,34.872739732318294,80.56054511394372,82.95993593783744,0.44792098723023255,False
Retângulo 81,35.37089238549947,78.72598232359405,57.4101601505389,78.72598232359405,57.4101601505389,93.61912102070063,35.37089238549947,93.61912102070063,True
Retângulo 82,7.132876260594612,70.29406259093199,19.517789868136568,70.29406259093199,19.517789868136568,85.25147090102479,7.132876260594612,85.25147090102479,True
Retângulo 83,65.7369707191459,79.94287199313055,79.52734021141904,79.94287199313055,79.52734021141904,104.00364221722853,65.7369707191459,104.00364221722853,True
Retângulo 84,85.34054558632496,23.115682090870628,90.63283319936211,60.036952299829,1.3826502962356435,7.340990938655723,9.787303711148642,3.2603881818326075,False
Retângulo 85,73.50491971293226,88.30403954503144,91.43936718861674,88.30403954503144,91.43936718861674,101.44443230671203,73.50491971293226,101.44443230671203,True
Retângulo 86,4.029637402442976,86.08744429993818,92.90035599477929,11.980123074639526,39.8238962199404,37.226303482836975,8.393328587646366,18.167540433272922,False
Retângulo 87,72.96017866744533,79.48459527400016,85.16256217018947,79.48459527400016,85.16256217018947,92.41808501583829,72.96017866744533,92.41808501583829,True
Retângulo 88,95.16605450078373,19.215418336671664,10.463361235248204,48.615943747751125,43.31354446288044,41.51750334797597,62.17419580011114,48.280830725916104,False
Retângulo 89,76.94628842000093,91.25148426695945,55.396939433744784,54.317496967049394,9.275413700935964,65.04375914969569,93.17511549176253,36.39428642990181,False
Retângulo 90,62.881253047402865,95.98967250214704,80.58057256723997,96.92296066891515,83.03687601641005,107.64398908867973,62.836772329305326,108.31553832819249,True
Retângulo 91,82.75058292637249,90.84884982256779,107.08458477654891,89.41740888665564,105.75915523660143,113.86749784650891,82.35094359344005,111.71318040736503,True
Retângulo 92,4.501270566364013,51.932584649814636,19.644413553015497,51.932584649814636,19.644413553015497,74.19805196792942,4.501270566364013,74.19805196792942,True
Retângulo 93,79.86190138422413,37.32394760831488,108.00574862962253,37.32394760831488,108.00574862962253,57.14237018168991,79.86190138422413,57.14237018168991,True
Retângulo 94,75.8142814704858,39.87078600966028,66.87635038094948,79.50977020817042,65.03718841495059,69.54447165105474,1.8880891189395843,5.0388607770363585,False
Retângulo 95,0.8879567385235516,78.70971800767362,12.625660297027121,79.00669593124815,13.433463391473627,105.32125843024843,1.29080150721843,105.16709985293168,True
Retângulo 96,83.01484886445358,7.374246711512522,110.69314321070148,7.374246711512522,110.69314321070148,35.36454869254294,83.01484886445358,35.36454869254294,True
Retângulo 97,77.66708799683984,37.97357653461153,89.55361019137153,37.97357653461153,89.55361019137153,65.9325457274561,77.66708799683984,65.9325457274561,True
Retângulo 98,47.16297182530275,94.6436963132729,68.15804523699609,93.41518626167752,69.53344117419311,118.59420829619823,43.89873928198578,116.74943315643776,True
Retângulo 99,68.47580654031346,95.45452384496967,83.48839077998655,95.45452384496967,83.48839077998655,115.68491904684362,68.47580654031346,115.68491904684362,True
Retângulo 100,8.002831293322343,61.57545524716955,24.42592853632847,61.57545524716955,24.42592853632847,73.87528144715468,8.002831293322343,73.87528144715468,True
Retângulo 101,11.814922296702047,48.650935878268356,36.776399045036406,48.650935878268356,36.776399045036406,66.01381042268214,11.814922296702047,66.01381042268214,True
Retângulo 102,29.605458778322635,91.37537130604017,50.534441228944566,91.37537130604017,50.534441228944566,108.48992870150477,29.605458778322635,108.48992870150477,True
Retângulo 103,37.98909297376056,80.12654083644809,7.798767745636814,8.941686262005177,58.03307947204984,6.542845087065274,52.68917094777318,51.16909799820149,False
Retângulo 104,39.28791766238961,95.44082795230693,61.820066654514065,97.86737316661403,60.55414343080434,109.92443534534414,39.71483744410281,110.15276305192408,True
Retângulo 105,31.32235647638216,44.04946701356309,44.42620413434236,43.47669789543391,44.04093038612011,55.99295708468584,32.07263220374618,55.13040500437188,True
Retângulo 106,33.70728897945743,13.58929063290299,64.24510464824833,11.531361542219669,61.09389998793437,33.952249358611304,34.26874349883822,33.47432079907762,True
Retângulo 107,28.441683148072094,98.43507436554316,42.97232680615975,98.43507436554316,42.97232680615975,112.23853572515702,28.441683148072094,112.23853572515702,True
Retângulo 108,25.258873521432857,1.8629806244414238,54.12853183471266,1.8629806244414238,54.12853183471266,26.349844158599055,25.258873521432857,26.349844158599055,True
Retângulo 109,40.77809214876117,75.0524580720223,61.17962725063988,75.0524580720223,61.17962725063988,101.98341152488872,40.77809214876117,101.98341152488872,True
Retângulo 110,76.61186106839286,67.23192741295932,89.18844169566427,16.49879677758237,79.90384002634714,22.122338965372755,48.67078407186399,77.8862531305171,False
Retângulo 111,87.39350618484043,100.83484827639843,110.0684731041442,101.45471406335538,111.92162317075234,113.43886750506869,90.21869488413867,115.09241651525485,True
Retângulo 112,64.63401280753462,27.037811157998714,84.31162144832604,27.037811157998714,84.31162144832604,38.91101373788344,64.63401280753462,38.91101373788344,True
Retângulo 113,32.01209082191034,38.953576659230684,53.58572108607898,38.953576659230684,53.58572108607898,56.27041008416734,32.01209082191034,56.27041008416734,True
Retângulo 114,47.88865687777355,55.81487304565899,62.60847069954486,55.66479652039017,63.600961390418476,69.32524130094086,48.22936468690459,69.188506210423,True
Retângulo 115,47.36876953381326,2.8597916290780567,58.52420022690414,85.54123782653274,76.33113264859067,66.28979932875693,37.77918220703397,30.882293980059806,False
Retângulo 116,49.70399269702025,35.77401665062334,72.89330981044048,35.77401665062334,72.89330981044048,65.06723304331277,49.70399269702025,65.06723304331277,True
Retângulo 117,54.820656285689076,70.48040782651833,71.13165194541598,70.48040782651833,71.13165194541598,87.05656246514076,54.820656285689076,87.05656246514076,True
Retângulo 118,93.53639664046277,48.048943829291225,10.999578715107116,64.77412165601652,33.61717972888937,86.14871334893249,84.31116076118104,73.7487144556543,False
Retângulo 119,55.12466510660122,4.419466758981083,72.0172201877306,4.419466758981083,72.0172201877306,24.665472859458145,55.12466510660122,24.665472859458145,True
Retângulo 120,22.047993156369817,89.48509594916865,93.6644053678571,33.71695513486404,45.42938875312732,38.59297396618048,17.572601250148757,11.976732589751993,False
Retângulo 121,94.63548023514505,85.59083647353602,109.51731827537,85.59083647353602,109.51731827537,101.20792236543238,94.63548023514505,101.20792236543238,True
Retângulo 122,82.2383921809608,61.010501660809105,104.03122850678943,61.010501660809105,104.03122850678943,76.75100440106323,82.2383921809608,76.75100440106323,True
Retângulo 123,70.36394981195122,93.54527448259981,99.49520312208766,93.54527448259981,99.49520312208766,109.28235366023908,70.36394981195122,109.28235366023908,True
Retângulo 124,84.04340228585446,68.90671913926897,95.74595064440109,68.90671913926897,95.74595064440109,83.79476480429658,84.04340228585446,83.79476480429658,True
Retângulo 125,95.93414368488514,32.237707640415834,21.32614950742836,39.340354892554394,79.50441949091066,14.591858211964926,93.06639272227879,36.15858248702794,False
Retângulo 126,57.61745594203119,23.235411894268864,86.21529183665038,23.235411894268864,86.21529183665038,46.268429882544375,57.61745594203119,46.268429882544375,True
Retângulo 127,36.50499042510433,82.8978811965074,50.68512270824706,85.22955291296738,64.57657332681987,63.58633533674735,89.5082379294715,96.0334601416169,False
Retângulo 128,95.42438343696793,82.78772217205675,110.24210331517895,82.78772217205675,110.24210331517895,94.10576875626377,95.42438343696793,94.10576875626377,True
Retângulo 129,94.98790005013554,50.80009328598759,114.3017213464577,50.80009328598759,114.3017213464577,72.13536346576262,94.98790005013554,72.13536346576262,True
Retângulo 130,26.92690826029699,46.29767207914788,49.54310408110261,46.29767207914788,49.54310408110261,64.31125887336216,26.92690826029699,64.31125887336216,True
Retângulo 131,90.13390347369014,35.02051794388067,120.7539336678275,35.0261347027483,121.48772005681036,59.22940441542047,90.25539682919029,59.76435100927752,True
Retângulo 132,13.184464533307082,42.920817777472664,44.642662877552794,46.22718596653311,25.37264997614561,62.59850643284622,52.31033608416521,9.516302306606573,False
Retângulo 133,30.274840340389343,78.38453584513456,52.45983401090627,78.38453584513456,52.45983401090627,100.57358563161608,30.274840340389343,100.57358563161608,True
Retângulo 134,89.39395917050497,59.04886437851822,100.4811737958864,59.04886437851822,100.4811737958864,70.31107584339122,89.39395917050497,70.31107584339122,True
Retângulo 135,98.78637224472894,41.97140808864219,127.40036513504802,39.23634282427712,128.34708580136777,53.42608793175427,100.2705593843918,53.079753721540854,True
Retângulo 136,24.850980085472298,11.129995876666177,44.629382494896134,11.129995876666177,44.629382494896134,22.75204637692332,24.850980085472298,22.75204637692332,True
Retângulo 137,74.83901920258371,75.14521002365734,97.50627838370492,77.84945181718695,98.35570320176055,104.25528653619789,74.55393974102849,103.12690321248459,True
Retângulo 138,69.30502847686206,70.35668360370322,50.21582568910327,38.43704452975067,43.61395875996698,55.397398859563765,31.11939397738356,60.885176414240604,False
Retângulo 139,59.63431420544709,32.8384425128883,77.11379967879131,32.8384425128883,77.11379967879131,50.19539619992,59.63431420544709,50.19539619992,True
Retângulo 140,2.0551815576298593,1.0366214434164966,26.54401116268671,1.0366214434164966,26.54401116268671,30.8369102310737,2.0551815576298593,30.8369102310737,True
Retângulo 141,63.19573361148936,86.73653085772942,81.2989905475051,84.34165530288635,83.41975048140642,104.62381119364866,61.59225054604672,106.54951180149907,False
Retângulo 142,94.27656182567966,86.58770534516633,110.32881861893034,86.58770534516633,110.32881861893034,97.9334086897451,94.27656182567966,97.9334086897451,True
Retângulo 143,14.889887007325076,87.34141815953868,32.67332138543639,87.34141815953868,32.67332138543639,114.38355232294421,14.889887007325076,114.38355232294421,True
Retângulo 144,30.700564497417027,91.7722622793546,42.95476926643178,0.2367681075362671,47.25538349595095,88.06698963146712,35.229637541563584,36.55560084968752,False
Retângulo 145,86.94832997154222,25.364879569304687,30.499412176521435,39.93319202044234,79.78308403070211,59.47237799143854,35.603091391760564,85.35298308673973,False
Retângulo 146,16.242473722910454,56.700206992825784,44.7531371237621,56.700206992825784,44.7531371237621,81.38435469381913,16.242473722910454,81.38435469381913,True
Retângulo 147,98.7194610214777,65.80552532883483,119.73851879518159,67.59974185557223,122.79673669674224,85.01259322373909,97.2990082984564,83.72575007450818,True
Retângulo 148,17.09009310587506,88.56421638306371,35.49070189334938,88.56421638306371,35.49070189334938,102.02896732025306,17.09009310587506,102.02896732025306,True
Retângulo 149,99.10539515340221,54.70052162572925,109.3505207451745,54.89421349384615,108.34290956355048,69.74545837405086,100.8119066424316,69.06134676167682,True
Retângulo 150,90.95866467684564,42.355768901941104,105.97154779268477,42.355768901941104,105.97154779268477,61.51222117927877,90.95866467684564,61.51222117927877,True
Retângulo 151,27.791341455855367,3.9259793385262864,39.28555207674674,3.9259793385262864,39.28555207674674,32.344249896067026,27.791341455855367,32.344249896067026,True
Retângulo 152,71.53202578238196,59.138008550437405,95.93999667281142,59.138008550437405,95.93999667281142,82.52180483110251,71.53202578238196,82.52180483110251,True
Retângulo 153,76.54152047706711,28.32286464132948,88.14730415785198,28.32286464132948,88.14730415785198,40.12535670879219,76.54152047706711,40.12535670879219,True
Retângulo 154,71.25143035080835,29.480979917816075,101.06137605223812,29.480979917816075,101.06137605223812,59.356634122837804,71.25143035080835,59.356634122837804,True
Retângulo 155,72.64216343484603,12.579405077841898,85.79738742971328,15.220260651105411,16.596295504377878,32.539757040222675,21.760457937824274,98.70337953724612,False
Retângulo 156,93.82514167162856,61.98573063711193,105.41173929688843,61.98573063711193,105.41173929688843,75.4069027525756,93.82514167162856,75.4069027525756,True
Retângulo 157,62.993460227182204,69.73147227341492,85.15569197164248,69.73147227341492,85.15569197164248,99.49278832966701,62.993460227182204,99.49278832966701,True
Retângulo 158,98.81072242125923,17.43384228860696,114.28087991504867,17.43384228860696,114.28087991504867,43.59371564603069,98.81072242125923,43.59371564603069,True
Retângulo 159,67.03288244454124,84.21861848938104,96.53102430609425,84.21861848938104,96.53102430609425,104.45752344106424,67.03288244454124,104.45752344106424,True
Retângulo 160,13.433606303361067,38.92039782565567,90.69853618241918,99.18316652651365,53.75527451818645,94.03773672304497,74.18454950375151,28.561891504550353,False
Retângulo 161,78.7272406612939,58.593957124014636,102.77672903634685,55.85969182575349,103.48808827482205,70.1265441930092,79.36571322238824,71.40667777335362,True
Retângulo 162,53.26595070337018,42.727496131080485,70.9475715720723,42.727496131080485,70.9475715720723,63.38393988182678,53.26595070337018,63.38393988182678,True
Retângulo 163,94.40368247215758,40.84514892078831,107.16872159303671,40.84514892078831,107.16872159303671,70.33082518745715,94.40368247215758,70.33082518745715,True
Retângulo 164,76.3331366531558,62.804251755828254,93.14019320036778,59.387383829258276,35.00337145038296,12.081100470163896,36.58901856274986,79.57137121685875,False
Retângulo 165,24.34589563620785,33.276623547126874,42.076429326695795,33.276623547126874,42.076429326695795,61.21327962592882,24.34589563620785,61.21327962592882,True
Retângulo 166,29.395689638263136,58.781728996308225,9.688107317686034,74.67186115762964,92.69898729789824,56.872247781019304,71.99069634888008,76.30787283514418,False
Retângulo 167,92.68190345409786,50.42942079867512,112.04713669242048,50.42942079867512,112.04713669242048,78.55458996399034,92.68190345409786,78.55458996399034,True
Retângulo 168,88.9612939538744,85.65161585833653,25.62525230294671,43.37150696817802,65.39266439929719,11.19933063579367,54.146043789486,9.940758846542208,False
Retângulo 169,61.184340388175116,29.39130438409343,79.17412841124883,30.16991225403114,76.90646767909915,51.85042304106425,59.23513182682866,54.27376258401587,True
Retângulo 170,34.00734251422086,13.258728327265645,72.55686020025156,46.94097665879413,48.51457518448276,87.97461737749232,43.50440944331188,92.76877502267028,False
Retângulo 171,94.77596114298173,2.7862621168526336,105.91034113528134,2.7862621168526336,105.91034113528134,17.06964858907413,94.77596114298173,17.06964858907413,True
Retângulo 172,14.754836630028745,33.34316446018399,34.7214817033974,33.34316446018399,34.7214817033974,49.620491883691514,14.754836630028745,49.620491883691514,True
Retângulo 173,71.02911982477431,84.19866930469215,42.90959280817642,8.205625633612168,75.78084196439042,56.25725041795434,17.917696807398475,79.93560598520804,False
Retângulo 174,45.97357944977152,61.574322374916214,66.79562005002614,61.574322374916214,66.79562005002614,71.80168783233866,45.97357944977152,71.80168783233866,True
Retângulo 175,24.464918138607327,80.04212910269463,48.70394006876327,28.03458010719819,48.792797721414004,79.33131828282514,52.94612517910833,42.11923042460618,False
Retângulo 176,77.17581480262058,61.647778448798086,102.0927098434285,61.647778448798086,102.0927098434285,79.91839247774098,77.17581480262058,79.91839247774098,True
Retângulo 177,83.78009010264702,79.25759468151232,18.588747552384653,11.791657330209048,25.037787422452894,57.1190001082148,30.21532022082446,32.47759484001765,False
Retângulo 178,86.46273609576825,82.34624793830072,112.34326740877582,82.94572223066919,112.81383014744591,101.06038594011557,87.23921895522984,102.34669290550366,True
Retângulo 179,39.23848191577007,88.5989009023261,63.65198849611368,88.5989009023261,63.65198849611368,103.7314571005735,39.23848191577007,103.7314571005735,True
Retângulo 180,12.788788162233589,47.60033089945824,71.99404875137635,15.166315126952078,78.354888670207,47.52254362447539,7.296909125050533,67.65227637349153,False
Retângulo 181,89.98476317951632,8.78502361090775,103.7884153788107,8.78502361090775,103.7884153788107,32.94362243933788,89.98476317951632,32.94362243933788,True
Retângulo 182,27.554867261843,91.27787399078841,55.491286114698,92.82056563942315,57.71898759202132,119.46854154363879,28.47689178150646,119.5978932332689,True
Retângulo 183,68.6556630470778,6.171930301421447,92.65442617983524,6.171930301421447,92.65442617983524,23.32570750007799,68.6556630470778,23.32570750007799,True
Retângulo 184,32.26606454130428,60.941311967019594,9.064877519030112,99.74221174591672,43.993925538028044,52.40025076833784,50.06579926671713,53.53403535402972,False
Retângulo 185,64.14491832372038,17.11441532677253,75.12268754750025,16.306767713026595,77.30440207649454,47.08700151983953,66.10251707094774,48.47522259825435,True
Retângulo 186,30.99780973115387,97.90700716986352,50.93150443999993,97.90700716986352,50.93150443999993,108.53558918952534,30.99780973115387,108.53558918952534,True
